"1160","Cfr 8"
"1161","Ch"
"1162","Ch2"
"1163","Ch80 Elite"
"1164","Challenger"
"1165","Charade"
"1166","Charger"
"1167","Chariot"
"1168","Cherokee"
"1169","Chevette"
"1170","Chevy"
"1171","Chevy Monza"
"1172","Chevy Pickup"
"1173","Cheyenne"
"1174","Cheyenne 2500"
"1175","Chf50 Metropolitan"
"1176","Chf50P Metropolitan Ii"
"1177","Chief"
"1178","Chief Blackhawk"
"1179","Chief Blackhawk Dark"
"1180","Chief Bomber"
"1181","Chief Classic"
"1182","Chief Dark Horse"
"1183","Chief Deluxe"
"1184","Chief Roadmaster"
"1185","Chief Standard"
"1186","Chief Vintage"
"1187","Chief Vintage Fe"
"1188","Chief Vintage Le"
"1189","Chieftain"
"1190","Chn"
"1191","Chopper"
"1192","Chopper Bdm"
"1193","Chopper Dt"
"1194","Chopper Rt"
"1195","Chu"
"1196","Ciera"
"1197","Cirrus"
"1198","Citation"
"1199","City"
"1200","City Express"
"1201","City-Coupe"
"1202","Civic"
"1203","Civic Gx"
"1204","Civic Si"
"1205","Cl"
"1221","Cl-Class"
"1206","Cl500"
"1207","Cl55 Amg"
"1208","Cl550"
"1209","Cl600"
"1210","Cl63 Amg"
"1211","Cl65 Amg"
"1212","Cla180"
"1213","Cla200"
"1214","Cla250"
"1215","Cla45 Amg"
"1216","Clasico"
"1217","Classic"
"1218","Classic Chop"
"1219","Classic Cruiser"
"1220","Classic Xl"
"1222","Clio"
"1230","Clk-Class"
"1223","Clk320"
"1224","Clk350"
"1225","Clk430"
"1226","Clk500"
"1227","Clk55 Amg"
"1228","Clk550"
"1229","Clk63 Amg"
"1238","Cls-Class"
"1231","Cls350"
"1232","Cls400"
"1233","Cls500"
"1234","Cls55 Amg"
"1235","Cls550"
"1236","Cls63 Amg"
"1237","Cls63 Amg S"
"1239","Club Wagon"
"1240","Clubman"
